id,cap,url,background
458054,LOTS OF BROKEN TOILETS SITTING OUT ON A LAWN,http://images.cocodataset.org/val2017/000000458054.jpg,"['lawn', 'lot']"
331352,A small closed toilet in a cramped space.,http://images.cocodataset.org/val2017/000000331352.jpg,['space']
331352,A tan toilet and sink combination in a small room.,http://images.cocodataset.org/val2017/000000331352.jpg,['combination']
331352,This is an advanced toilet with a sink and control panel.,http://images.cocodataset.org/val2017/000000331352.jpg,"['panel', 'control']"
331352,A close-up picture of a toilet with a fountain.,http://images.cocodataset.org/val2017/000000331352.jpg,"['fountain', 'picture']"
331352,Off white toilet with a faucet and controls. ,http://images.cocodataset.org/val2017/000000331352.jpg,"['faucet', 'control']"
296649,People are walking and riding motorcycles on the street,http://images.cocodataset.org/val2017/000000296649.jpg,['street']
296649,A group of motorists pass very large buildings in asia. ,http://images.cocodataset.org/val2017/000000296649.jpg,"['motorist', 'asia', 'building']"
296649,A bunch of bikers are gathered on a city street. ,http://images.cocodataset.org/val2017/000000296649.jpg,"['bunch', 'bikers', 'city', 'street']"
296649,"people ride their motorcycles beside some cars, passing by an empty street with stores and apartment buildings",http://images.cocodataset.org/val2017/000000296649.jpg,"['apartment', 'store', 'street', 'building']"
296649,A view of motorcyclists riding their bikes through heavy city traffic.,http://images.cocodataset.org/val2017/000000296649.jpg,"['view', 'traffic', 'motorcyclist', 'city']"
386912,a person sitting at a desk with a keyboard and monitor ,http://images.cocodataset.org/val2017/000000386912.jpg,"['desk', 'monitor']"
386912,a woman at her desk sits intently and happy,http://images.cocodataset.org/val2017/000000386912.jpg,['desk']
386912,A woman sitting at a desk in her work station,http://images.cocodataset.org/val2017/000000386912.jpg,"['desk', 'station']"
386912,The woman is working on her computer at the desk.,http://images.cocodataset.org/val2017/000000386912.jpg,['desk']
386912,a woman is sitting in front of a desk,http://images.cocodataset.org/val2017/000000386912.jpg,"['desk', 'front']"
502136,"A building wall and pair of doors that are open, along with vases of flowers on the outside of the building.",http://images.cocodataset.org/val2017/000000502136.jpg,"['door', 'pair', 'flower', 'outside', 'building', 'wall', 'vas']"
502136,a building with dirty walls and dirty doors,http://images.cocodataset.org/val2017/000000502136.jpg,"['building', 'dirty', 'door', 'wall']"
502136,a run down building with two planters outside the door,http://images.cocodataset.org/val2017/000000502136.jpg,"['planter', 'door']"
502136,a yellow and brown wall a gray door and a sign ,http://images.cocodataset.org/val2017/000000502136.jpg,"['wall', 'sign', 'door']"
502136,A plaster external wall with multiple old paper images attached.,http://images.cocodataset.org/val2017/000000502136.jpg,"['paper', 'plaster', 'wall']"
491497,A fluffy white chair that faces away fro a television.,http://images.cocodataset.org/val2017/000000491497.jpg,[]
491497,A pillow covered reading chair in the corner of the living room,http://images.cocodataset.org/val2017/000000491497.jpg,"['room', 'corner', 'pillow']"
491497,The living room is empty with the television on. ,http://images.cocodataset.org/val2017/000000491497.jpg,['room']
491497,White ornate seat in nicely decorated room with television.,http://images.cocodataset.org/val2017/000000491497.jpg,['room']
491497,"A white chair, books and shelves and a tv on in this room.",http://images.cocodataset.org/val2017/000000491497.jpg,"['room', 'shelf']"
184791,A painting of a table with fruit on top of it.,http://images.cocodataset.org/val2017/000000184791.jpg,"['fruit', 'table', 'top', 'painting']"
184791,"Painting of oranges, a bowl, candle, and a pitcher",http://images.cocodataset.org/val2017/000000184791.jpg,"['candle', 'pitcher', 'painting']"
184791,a painting of fruit and a candle with a vase,http://images.cocodataset.org/val2017/000000184791.jpg,"['fruit', 'candle', 'vase', 'painting']"
184791,"A painting of a candlestick holder with a candle, several pieces of fruit and a vase, with a gold frame around the painting.",http://images.cocodataset.org/val2017/000000184791.jpg,"['holder', 'gold', 'vase', 'painting', 'fruit']"
184791,A painting that has a gold frame on it.,http://images.cocodataset.org/val2017/000000184791.jpg,"['gold', 'painting']"
348881,A large jetliner sitting on top of an airport runway.,http://images.cocodataset.org/val2017/000000348881.jpg,"['airport', 'top', 'jetliner', 'runway']"
348881,Airline employees by an aircraft parked at the gate,http://images.cocodataset.org/val2017/000000348881.jpg,"['gate', 'employee', 'aircraft', 'airline']"
348881,The plane is parked at the gate at the airport terminal.,http://images.cocodataset.org/val2017/000000348881.jpg,"['gate', 'terminal', 'airport']"
348881,View from gate of jet connected to jet way for passengers to board or deplane,http://images.cocodataset.org/val2017/000000348881.jpg,"['deplane', 'gate', 'way', 'board', 'view', 'passenger']"
348881,A large white airplane and a person on a lot.,http://images.cocodataset.org/val2017/000000348881.jpg,['lot']
289393,Set of toy animals sitting in front of a red wooden wagon.,http://images.cocodataset.org/val2017/000000289393.jpg,"['wagon', 'toy', 'wooden', 'animal', 'set', 'front']"
289393,"Several toy animals - a bull, giraffe, deer and parakeet.",http://images.cocodataset.org/val2017/000000289393.jpg,"['toy', 'parakeet', 'deer', 'animal']"
289393,Some toy animals on the ground near a picture,http://images.cocodataset.org/val2017/000000289393.jpg,"['toy', 'ground', 'picture', 'animal']"
289393,Children's toy animals are strewn across a floor.,http://images.cocodataset.org/val2017/000000289393.jpg,"['toy', 'animal', 'floor']"
289393,A display of vintage animal toys on the floor.,http://images.cocodataset.org/val2017/000000289393.jpg,"['toy', 'vintage', 'display', 'floor']"
522713, a bench sitting in the grass facing the water and boats ,http://images.cocodataset.org/val2017/000000522713.jpg,"['water', 'grass']"
522713,A wooden bench overlooking a harbor beneath a cloudy sky.,http://images.cocodataset.org/val2017/000000522713.jpg,"['cloudy', 'harbor', 'sky', 'beneath']"
522713,A beach has a grassy area with a park beach.,http://images.cocodataset.org/val2017/000000522713.jpg,"['beach', 'park', 'area']"
522713,A bench that is sitting in the grass.,http://images.cocodataset.org/val2017/000000522713.jpg,['grass']
522713,A bench at the beach next to the sea,http://images.cocodataset.org/val2017/000000522713.jpg,"['beach', 'sea']"
181666,a flock of goats and some men watching them,http://images.cocodataset.org/val2017/000000181666.jpg,['flock']
181666,a man and a large herd of goats in a desert setting.,http://images.cocodataset.org/val2017/000000181666.jpg,"['herd', 'desert', 'setting']"
181666,The nomadic sheepherd walks behind a large group of livestock in their desert habitat.,http://images.cocodataset.org/val2017/000000181666.jpg,"['habitat', 'walk', 'desert', 'livestock', 'sheepherd']"
181666,A man is herding his goats is the desert,http://images.cocodataset.org/val2017/000000181666.jpg,['desert']
181666,Men keep watch on a herd of goats.,http://images.cocodataset.org/val2017/000000181666.jpg,"['watch', 'herd']"
17627,Several cars are parked in front of a building.,http://images.cocodataset.org/val2017/000000017627.jpg,"['front', 'building']"
17627,A green car has parked on the curb in a parking lot,http://images.cocodataset.org/val2017/000000017627.jpg,"['parking', 'lot', 'curb']"
17627,Small parking lot of cars in front of a stone building.,http://images.cocodataset.org/val2017/000000017627.jpg,"['parking', 'building', 'stone', 'front', 'lot']"
17627,Cars are parked on the the street in front of the building.,http://images.cocodataset.org/val2017/000000017627.jpg,"['front', 'street', 'building']"
17627,Cars are parked on the street near an old building.,http://images.cocodataset.org/val2017/000000017627.jpg,"['building', 'street']"
143931,A political candidate advertisement on the side of a coach bus.,http://images.cocodataset.org/val2017/000000143931.jpg,"['side', 'advertisement']"
143931,Here is Massachusettes candidate Scott Brown's campaign trailer.,http://images.cocodataset.org/val2017/000000143931.jpg,"['trailer', 'scott', 'campaign']"
143931,a large bus with a political ad on the side of it,http://images.cocodataset.org/val2017/000000143931.jpg,"['ad', 'side']"
143931,A tour bus with advertisement on the side of it,http://images.cocodataset.org/val2017/000000143931.jpg,"['side', 'advertisement', 'tour']"
143931,a large campaign trailer parked in a parking lot.,http://images.cocodataset.org/val2017/000000143931.jpg,"['parking', 'trailer', 'lot', 'campaign']"
303818,A bus traveling down a curvy road behind a black car.,http://images.cocodataset.org/val2017/000000303818.jpg,"['road', 'curvy']"
303818,A group of people cross the curved street.,http://images.cocodataset.org/val2017/000000303818.jpg,['street']
303818,A curve in a city road with a bus following a car and people walking on the side.,http://images.cocodataset.org/val2017/000000303818.jpg,"['road', 'side', 'curve', 'city']"
303818,A group of people walk alongside the road.,http://images.cocodataset.org/val2017/000000303818.jpg,['road']
303818,A fish eye view of a bus rounding a curve on a city street.,http://images.cocodataset.org/val2017/000000303818.jpg,"['eye', 'street', 'curve', 'city', 'view']"
463730,Two buses parked in a parking lot next to cars.,http://images.cocodataset.org/val2017/000000463730.jpg,"['parking', 'lot']"
463730,People crossing a busy city street full of vehicles.,http://images.cocodataset.org/val2017/000000463730.jpg,"['vehicle', 'street', 'city']"
463730,A couple of people are crossing a busy street,http://images.cocodataset.org/val2017/000000463730.jpg,"['couple', 'street']"
463730,Pedestrians crossing a street between buses and cars. ,http://images.cocodataset.org/val2017/000000463730.jpg,"['street', 'pedestrian']"
463730,A street with two busses and people walking.,http://images.cocodataset.org/val2017/000000463730.jpg,['street']
460347,A bus traveling on a freeway next to other traffic.,http://images.cocodataset.org/val2017/000000460347.jpg,"['freeway', 'traffic']"
460347,A bus and other cars driving down a multi-laned street .,http://images.cocodataset.org/val2017/000000460347.jpg,['street']
460347,A white bus driving on a four lane road.,http://images.cocodataset.org/val2017/000000460347.jpg,"['lane', 'road']"
460347,City bus next to traffic cones in the far right lane of a busy freeway.,http://images.cocodataset.org/val2017/000000460347.jpg,"['cone', 'freeway', 'city', 'lane', 'traffic']"
460347,A white with red striped bus drives down the slow lane on a freeway surrounded by several other cars.,http://images.cocodataset.org/val2017/000000460347.jpg,"['drive', 'lane', 'freeway']"
322864,A yellow taxi cab sitting below tall buildings.,http://images.cocodataset.org/val2017/000000322864.jpg,['building']
322864,A picture of an animal is on a pole and next to it is a yellow taxi.,http://images.cocodataset.org/val2017/000000322864.jpg,"['pole', 'picture', 'animal']"
322864,a couple of yellow signs are near a taxi,http://images.cocodataset.org/val2017/000000322864.jpg,"['couple', 'sign']"
322864,ON A CITY ROAD THERE IS LOTS OF TAXIS,http://images.cocodataset.org/val2017/000000322864.jpg,"['lot', 'road', 'city']"
322864,Two guiding signs are pictured in front of a busy street.,http://images.cocodataset.org/val2017/000000322864.jpg,"['guiding', 'front', 'sign', 'street']"
153299,two giraffes are standing together outside a barn,http://images.cocodataset.org/val2017/000000153299.jpg,['barn']
153299,A mother giraffe is standing with a baby giraffe.,http://images.cocodataset.org/val2017/000000153299.jpg,['mother']
153299,The smaller giraffe is standing next to the larger giraffe.,http://images.cocodataset.org/val2017/000000153299.jpg,[]
153299,Two giraffes in a sanctuary standing close to the wall,http://images.cocodataset.org/val2017/000000153299.jpg,"['wall', 'standing']"
153299,"Two giraffes, one grown and one baby, standing next to each other",http://images.cocodataset.org/val2017/000000153299.jpg,['grown']
308394,An older woman riding a train while sitting under it's window.,http://images.cocodataset.org/val2017/000000308394.jpg,['train']
308394,A woman with an umbrella on a commuter train takes a snooze,http://images.cocodataset.org/val2017/000000308394.jpg,"['snooze', 'commuter', 'train']"
308394,There is a woman sitting alone on a train next to a bag,http://images.cocodataset.org/val2017/000000308394.jpg,['train']
308394,A man sitting on a bench with a shopping bag next to him on a train.,http://images.cocodataset.org/val2017/000000308394.jpg,"['shopping', 'train']"
308394,A woman with a cane and shopping bag sitting,http://images.cocodataset.org/val2017/000000308394.jpg,"['cane', 'shopping']"
456496,A woman sitting in front of the Eiffel tower near pigeons.,http://images.cocodataset.org/val2017/000000456496.jpg,"['pigeon', 'front', 'tower', 'eiffel']"
456496,"A woman sitting on ledge with three pigeons, with gate railing, trees, and base of the Eiffel Tower behind.",http://images.cocodataset.org/val2017/000000456496.jpg,"['ledge', 'base', 'tree', 'railing', 'pigeon', 'gate', 'tower', 'eiffel']"
456496,A man sitting on cement by some birds,http://images.cocodataset.org/val2017/000000456496.jpg,['cement']
456496,a woman seated on wall and birds besides her,http://images.cocodataset.org/val2017/000000456496.jpg,['wall']
456496,A woman is sitting near a prominent landmark.,http://images.cocodataset.org/val2017/000000456496.jpg,['landmark']
41888,Three birds walking around a dry grass field.,http://images.cocodataset.org/val2017/000000041888.jpg,"['field', 'grass']"
41888,There are 3 female peacocks together walking around.,http://images.cocodataset.org/val2017/000000041888.jpg,['peacock']
41888,three strange looking birds walking on the grass,http://images.cocodataset.org/val2017/000000041888.jpg,['grass']
41888,Three birds huddled together in a open field.,http://images.cocodataset.org/val2017/000000041888.jpg,['field']
41888,Three wild turkeys on top of the dried pasture.,http://images.cocodataset.org/val2017/000000041888.jpg,"['top', 'turkey', 'pasture']"
184321,A train traveling down tracks next to lights.,http://images.cocodataset.org/val2017/000000184321.jpg,"['track', 'light']"
184321,A blue and silver train next to train station and trees.,http://images.cocodataset.org/val2017/000000184321.jpg,"['blue', 'station', 'tree', 'silver']"
184321,A blue train is next to a sidewalk on the rails.,http://images.cocodataset.org/val2017/000000184321.jpg,"['blue', 'sidewalk']"
184321,A passenger train pulls into a train station.,http://images.cocodataset.org/val2017/000000184321.jpg,"['passenger', 'pull', 'station']"
184321,A train coming down the tracks arriving at a station.,http://images.cocodataset.org/val2017/000000184321.jpg,"['track', 'station']"
565778,A train going back to its coarse filled with people.,http://images.cocodataset.org/val2017/000000565778.jpg,['coarse']
565778,A blue commuter train traveling towards a train tunnel.,http://images.cocodataset.org/val2017/000000565778.jpg,"['tunnel', 'towards', 'commuter']"
565778,Blue train car sitting on a train track near tunnel.,http://images.cocodataset.org/val2017/000000565778.jpg,"['car', 'track', 'blue', 'tunnel']"
565778,A train with people inside is about to go into a tunnel.,http://images.cocodataset.org/val2017/000000565778.jpg,['tunnel']
565778,A blue train on some train tracks about to go under a bridge,http://images.cocodataset.org/val2017/000000565778.jpg,"['track', 'bridge']"
297343,A stop sign has been placed upside-down in the grass beside a building. ,http://images.cocodataset.org/val2017/000000297343.jpg,"['stop', 'building', 'sign', 'grass']"
297343,A stop sighn is propped up against the side of a building.,http://images.cocodataset.org/val2017/000000297343.jpg,"['stop', 'side', 'sighn', 'building']"
297343,A red stop sign sitting on the floor next to a wall.,http://images.cocodataset.org/val2017/000000297343.jpg,"['stop', 'wall', 'sign', 'floor']"
297343,Road sigh on wooden pole shown upside down next to white wall.,http://images.cocodataset.org/val2017/000000297343.jpg,"['sigh', 'road', 'wall', 'pole']"
297343,A stop sign standing up against a wall.,http://images.cocodataset.org/val2017/000000297343.jpg,"['wall', 'sign']"
336587,a stop sign sittin on a pole that is somewhat broken ,http://images.cocodataset.org/val2017/000000336587.jpg,"['pole', 'sign', 'sittin']"
336587,A stop sign on a broken post across the street from houses.,http://images.cocodataset.org/val2017/000000336587.jpg,"['post', 'house', 'sign', 'street']"
336587,A broken telephone pole in a neighborhood with a stop sign attached to it.,http://images.cocodataset.org/val2017/000000336587.jpg,"['pole', 'sign', 'telephone', 'neighborhood']"
336587,A stop sign is on a dented wooden pole.,http://images.cocodataset.org/val2017/000000336587.jpg,"['pole', 'wooden', 'sign']"
336587,A stop sign that is attached to a broken wooden pole.,http://images.cocodataset.org/val2017/000000336587.jpg,"['pole', 'sign']"
122745,A stop sign is lit up in the dark of night.,http://images.cocodataset.org/val2017/000000122745.jpg,"['night', 'sign', 'dark']"
122745,A red stop sign sitting on the side of a dark road.,http://images.cocodataset.org/val2017/000000122745.jpg,"['stop', 'road', 'side', 'sign']"
122745,A red stop sign is glowing against the dark sky.,http://images.cocodataset.org/val2017/000000122745.jpg,"['stop', 'sky', 'sign', 'dark']"
122745,A stop sign on the side of a street.,http://images.cocodataset.org/val2017/000000122745.jpg,"['side', 'sign', 'street']"
122745,a vandalized stop sign in the dark with a sky background,http://images.cocodataset.org/val2017/000000122745.jpg,"['stop', 'background', 'sign', 'dark', 'sky']"
219578,A dog and cat lying  together on an orange couch. ,http://images.cocodataset.org/val2017/000000219578.jpg,['orange']
219578,A dog and a cat curled up together on a couch.,http://images.cocodataset.org/val2017/000000219578.jpg,[]
219578,A cat and dog napping together on the couch.,http://images.cocodataset.org/val2017/000000219578.jpg,[]
219578,A dog and cat are sleeping together on an orange couch.,http://images.cocodataset.org/val2017/000000219578.jpg,['orange']
219578,A cat and a dog rest together on a hideous orange couch.,http://images.cocodataset.org/val2017/000000219578.jpg,"['rest', 'orange']"
555705,Two cats sitting on top of a pair of shoes.,http://images.cocodataset.org/val2017/000000555705.jpg,"['shoe', 'top', 'pair']"
555705,Two cats are outside and perched on someone's sneakers.,http://images.cocodataset.org/val2017/000000555705.jpg,['sneaker']
555705,Two cats are sitting on a pair of shoes outdoors.,http://images.cocodataset.org/val2017/000000555705.jpg,"['shoe', 'pair', 'outdoors']"
555705,Two striped cats lying with two sneakers on a ledge.,http://images.cocodataset.org/val2017/000000555705.jpg,"['ledge', 'sneaker']"
555705,Orange and brown cat sitting on top of white shoes. ,http://images.cocodataset.org/val2017/000000555705.jpg,"['shoe', 'top', 'orange']"
443303,A cat laying on clothes that are in a suitcase. ,http://images.cocodataset.org/val2017/000000443303.jpg,['clothes']
443303,A cat that is laying in a piece of luggage. ,http://images.cocodataset.org/val2017/000000443303.jpg,['luggage']
443303,A cat is laying in an open suitcase on top of some clothes.,http://images.cocodataset.org/val2017/000000443303.jpg,"['top', 'clothes']"
443303,A view of a cat lying in a open suitcase.,http://images.cocodataset.org/val2017/000000443303.jpg,['view']
443303,An orange and white cat laying on top of a bag of luggage.,http://images.cocodataset.org/val2017/000000443303.jpg,"['luggage', 'top', 'orange']"
500663,A herd of cattle grazing on a lush green field.,http://images.cocodataset.org/val2017/000000500663.jpg,"['herd', 'field']"
500663,There are two cows in this grassy field.,http://images.cocodataset.org/val2017/000000500663.jpg,['field']
500663,some black cattle are grazing in a green field,http://images.cocodataset.org/val2017/000000500663.jpg,['field']
500663,Cattle are grazing in a bright green pasture along a river and mountains.,http://images.cocodataset.org/val2017/000000500663.jpg,"['river', 'mountain', 'pasture']"
500663,A few cows grazing in a field near trees.,http://images.cocodataset.org/val2017/000000500663.jpg,"['field', 'tree']"
418281,two cows outside one laying down and the other standing near a building ,http://images.cocodataset.org/val2017/000000418281.jpg,"['building', 'standing']"
418281,The white scared cow in a Tibetan city.,http://images.cocodataset.org/val2017/000000418281.jpg,['city']
418281,A cow standing in a grassy open field.,http://images.cocodataset.org/val2017/000000418281.jpg,"['field', 'standing']"
418281,A herd of cattle sitting and standing on a lush green field.,http://images.cocodataset.org/val2017/000000418281.jpg,"['herd', 'field']"
418281,There white cows in grassy area with temples in background.,http://images.cocodataset.org/val2017/000000418281.jpg,"['temple', 'background', 'area']"
25560,An orange and white cat standing in front of a flat screen TV,http://images.cocodataset.org/val2017/000000025560.jpg,"['front', 'orange', 'standing', 'screen']"
25560,A cat climbing on top of a shelf with a tv,http://images.cocodataset.org/val2017/000000025560.jpg,"['top', 'shelf']"
25560,A cat is standing on top of a shelf and staring down.,http://images.cocodataset.org/val2017/000000025560.jpg,"['top', 'shelf']"
25560,A cat standing in front of a tv on a tv stand.,http://images.cocodataset.org/val2017/000000025560.jpg,"['front', 'stand', 'standing']"
25560,A cat perches on top of an entertainment center in front of a TV.,http://images.cocodataset.org/val2017/000000025560.jpg,"['front', 'center', 'perch', 'top', 'entertainment']"
403817,A cat sitting beside a laptop on a desk.,http://images.cocodataset.org/val2017/000000403817.jpg,['desk']
403817,A curious cat looking upward by a laptop screen.,http://images.cocodataset.org/val2017/000000403817.jpg,['screen']
403817,A picture of a cat staring at the ceiling. ,http://images.cocodataset.org/val2017/000000403817.jpg,"['staring', 'picture', 'ceiling']"
403817,a white and black cat looking up in the air in front of a desktop computer.,http://images.cocodataset.org/val2017/000000403817.jpg,"['air', 'front', 'desktop', 'computer']"
403817,The grey and white cat stares up near a laptop.,http://images.cocodataset.org/val2017/000000403817.jpg,['grey']
85329,An image of a very cute girl with face piercings.,http://images.cocodataset.org/val2017/000000085329.jpg,['piercings']
85329,Painting of girl that has multiple piercings on face,http://images.cocodataset.org/val2017/000000085329.jpg,"['piercings', 'painting']"
85329,A young brunette woman with multiple face piercings.,http://images.cocodataset.org/val2017/000000085329.jpg,['piercings']
85329,A young woman with green eyes and piercings all over her face.,http://images.cocodataset.org/val2017/000000085329.jpg,"['eye', 'piercings']"
85329,A drawing of a young woman with many facial piercings.,http://images.cocodataset.org/val2017/000000085329.jpg,['piercings']
329323,A group of people who are standing together.,http://images.cocodataset.org/val2017/000000329323.jpg,[]
329323,a group of people that are standing up outside,http://images.cocodataset.org/val2017/000000329323.jpg,[]
329323,a group of people are all gathered together outside,http://images.cocodataset.org/val2017/000000329323.jpg,[]
329323,A crowd of people gather around the unwrapping of an item.,http://images.cocodataset.org/val2017/000000329323.jpg,"['crowd', 'unwrapping', 'item']"
329323,The crowd is looking at something covered in white cloth.,http://images.cocodataset.org/val2017/000000329323.jpg,"['crowd', 'something', 'cloth']"
239274,A yacht with people is near a pier on clear water.,http://images.cocodataset.org/val2017/000000239274.jpg,"['pier', 'water']"
239274,A group of people mingle on a yacht beside the coast.,http://images.cocodataset.org/val2017/000000239274.jpg,['coast']
239274,People are getting off a boat on a rocky island.,http://images.cocodataset.org/val2017/000000239274.jpg,['island']
239274,People aboard and boarding a party boat in the water.,http://images.cocodataset.org/val2017/000000239274.jpg,['water']
239274,A pontoon boat ferry full of passengers pushes off from shore. ,http://images.cocodataset.org/val2017/000000239274.jpg,"['pontoon', 'passenger', 'shore', 'push']"
286994,some elephants and one is by some water,http://images.cocodataset.org/val2017/000000286994.jpg,['water']
286994,A elephant drinks from a stream with several other elephants walking in the background.,http://images.cocodataset.org/val2017/000000286994.jpg,"['background', 'stream', 'drink']"
286994,"One elephant standing away from the rest of the herd, drinking water.",http://images.cocodataset.org/val2017/000000286994.jpg,"['herd', 'drinking', 'rest', 'water']"
286994,An elephant drinking water while the rest of the herd is walking in dry grass.,http://images.cocodataset.org/val2017/000000286994.jpg,"['drinking', 'water', 'rest', 'grass', 'herd']"
286994,A group of elephants with water in front and trees behind.,http://images.cocodataset.org/val2017/000000286994.jpg,"['front', 'water', 'tree']"
511321,there are two large boats that are in the water ,http://images.cocodataset.org/val2017/000000511321.jpg,['water']
511321,Some very nice looking boats in the water.,http://images.cocodataset.org/val2017/000000511321.jpg,['water']
511321,"Two large ferries passing by each other in a city scape,",http://images.cocodataset.org/val2017/000000511321.jpg,"['scape', 'city']"
511321,Two long boats are sailing near a large bridge. ,http://images.cocodataset.org/val2017/000000511321.jpg,['bridge']
511321,Scenic boats daily travel the Thames in England.,http://images.cocodataset.org/val2017/000000511321.jpg,"['england', 'thames']"
314294,An elephant standing under the shade of a tree.,http://images.cocodataset.org/val2017/000000314294.jpg,"['shade', 'tree', 'standing']"
