id,cap,url,location
580410,"A small den with a  couch, a bag on the floor, a book shelf, and a wire going from the wall to near the window.",http://images.cocodataset.org/val2017/000000580410.jpg,['wall']
580410,A living room filled with furniture and a rug.,http://images.cocodataset.org/val2017/000000580410.jpg,['room']
580410,A living room with a white sofa and a gray rug.,http://images.cocodataset.org/val2017/000000580410.jpg,['room']
580410,A living room with a white couch and library shelves,http://images.cocodataset.org/val2017/000000580410.jpg,['room']
580410,a living room with a tray holding a laptop next to a couch,http://images.cocodataset.org/val2017/000000580410.jpg,['room']
580294,A woman makes eggs on the stove top.,http://images.cocodataset.org/val2017/000000580294.jpg,['top']
580294,A beautiful woman cooking food in a kitchen.,http://images.cocodataset.org/val2017/000000580294.jpg,['kitchen']
580294,A lady is preparing pancakes in a charming white kitchen.,http://images.cocodataset.org/val2017/000000580294.jpg,['kitchen']
580197,Several men in suits talking together in a room.,http://images.cocodataset.org/val2017/000000580197.jpg,['room']
579970,The room has a flight of steps near the couch and television.,http://images.cocodataset.org/val2017/000000579970.jpg,['room']
579970,a couch and a television are in a room,http://images.cocodataset.org/val2017/000000579970.jpg,['room']
579970,The room is situated on the dark side of the house.,http://images.cocodataset.org/val2017/000000579970.jpg,"['room', 'house']"
579970,Dimly lit part of a house with light entering window.,http://images.cocodataset.org/val2017/000000579970.jpg,"['house', 'part']"
579902,A person riding a motorcycle down a street.,http://images.cocodataset.org/val2017/000000579902.jpg,['street']
579902,A motorcyclist is driving down the road next to the road barrier.,http://images.cocodataset.org/val2017/000000579902.jpg,['road']
579893,A red stop sign with two green street signs on top of it.,http://images.cocodataset.org/val2017/000000579893.jpg,"['top', 'street']"
579893,a close up of a street sign with a sky background,http://images.cocodataset.org/val2017/000000579893.jpg,"['sky', 'street']"
579893,A stop sign located at the intersection of East Village and Woodfield Rd.,http://images.cocodataset.org/val2017/000000579893.jpg,['intersection']
579893,The stop sign is at a four way intersection.,http://images.cocodataset.org/val2017/000000579893.jpg,['intersection']
579818,A large long train on a steel track.,http://images.cocodataset.org/val2017/000000579818.jpg,['track']
579818,A train driving over a small bridge on a green hillside.,http://images.cocodataset.org/val2017/000000579818.jpg,"['hillside', 'bridge']"
579818,A train moving on a grassy hill over a wooden cavern.,http://images.cocodataset.org/val2017/000000579818.jpg,"['grassy', 'hill']"
579818,The old fashioned train is going over the bridge.,http://images.cocodataset.org/val2017/000000579818.jpg,['bridge']
579818,The train is passing over a little bridge.,http://images.cocodataset.org/val2017/000000579818.jpg,['bridge']
579635,A person riding a wave on top of a surfboard.,http://images.cocodataset.org/val2017/000000579635.jpg,['top']
579635,A surfer is riding the waves as a sailboat sails in the background.,http://images.cocodataset.org/val2017/000000579635.jpg,['sailboat']
579635,A man surfing in the ocean with a sail boat behind him.,http://images.cocodataset.org/val2017/000000579635.jpg,['ocean']
579321,A dog that is lying down on the sidewalk.,http://images.cocodataset.org/val2017/000000579321.jpg,['sidewalk']
579321,a small dog wearing a shirt and sniffing something on the ground,http://images.cocodataset.org/val2017/000000579321.jpg,['ground']
579307,Man and son standing on the beach side with a self assembled kite.,http://images.cocodataset.org/val2017/000000579307.jpg,['beach']
579307,A boy and a man playing with kites on the beach.,http://images.cocodataset.org/val2017/000000579307.jpg,['beach']
579307,A boy is on the beach holding a toy.,http://images.cocodataset.org/val2017/000000579307.jpg,['beach']
579307,The young boy is flying his kite on the beach by the water.,http://images.cocodataset.org/val2017/000000579307.jpg,"['beach', 'water']"
579158,A Southwest Airlines jet pulled up to the terminal for loading.,http://images.cocodataset.org/val2017/000000579158.jpg,['terminal']
579158,a blue and red plane on a runway,http://images.cocodataset.org/val2017/000000579158.jpg,['runway']
579158,a red and blue plan on the runway getting ready to get passengers,http://images.cocodataset.org/val2017/000000579158.jpg,['runway']
579158,A red yellow and blue airplane is sitting on the runway.,http://images.cocodataset.org/val2017/000000579158.jpg,['runway']
579158,The airplane is parked on the runway in the airport.,http://images.cocodataset.org/val2017/000000579158.jpg,"['airport', 'runway']"
578967,A three car passenger train on the train tracks.,http://images.cocodataset.org/val2017/000000578967.jpg,['track']
578967,A monorail is going down the track with people on it.,http://images.cocodataset.org/val2017/000000578967.jpg,['track']
578967,The transit train stretches down the track under the power lines.,http://images.cocodataset.org/val2017/000000578967.jpg,['track']
578967,a train is on the tracks near some trees.,http://images.cocodataset.org/val2017/000000578967.jpg,"['track', 'tree']"
578967,A passenger train drives passed a station on a cloudy day.,http://images.cocodataset.org/val2017/000000578967.jpg,"['station', 'cloudy']"
578922,Red flowers sitting in a vase with a red wall behind them.,http://images.cocodataset.org/val2017/000000578922.jpg,['wall']
578922,A vase full of red flowers sits in a room with red walls and red decorations.,http://images.cocodataset.org/val2017/000000578922.jpg,"['room', 'wall']"
578922,A vase full of flowers on a bathroom sink counter.,http://images.cocodataset.org/val2017/000000578922.jpg,['bathroom']
578922,A vase of red flowers sits on a bathroom countertop.,http://images.cocodataset.org/val2017/000000578922.jpg,['bathroom']
578922,The vanity is decorated with a red flower arrangement and glass candles and perfume bottles.,http://images.cocodataset.org/val2017/000000578922.jpg,['arrangement']
578792,A man riding no a motorcycle down a race tracks.,http://images.cocodataset.org/val2017/000000578792.jpg,['track']
578792,A person is leaning low on their motorcycle on the tracks.,http://images.cocodataset.org/val2017/000000578792.jpg,['track']
578792,A person leaning down on a motorcycle as they ride on a track.,http://images.cocodataset.org/val2017/000000578792.jpg,['track']
578792,A man is nearly sideways while racing a motorcycle around a track.,http://images.cocodataset.org/val2017/000000578792.jpg,['track']
578500,"The room has red wall, white carpet and matching furniture.",http://images.cocodataset.org/val2017/000000578500.jpg,['room']
578500,A well-lit and well-decorated living room shows a glimpse of a glass front door through the corridor.,http://images.cocodataset.org/val2017/000000578500.jpg,['room']
578500,a living room that has some couches and tables in it,http://images.cocodataset.org/val2017/000000578500.jpg,['room']
578500,A living room with the walls painted orange-red color.,http://images.cocodataset.org/val2017/000000578500.jpg,"['room', 'wall']"
578500,The room has red walls with a blue chair,http://images.cocodataset.org/val2017/000000578500.jpg,"['room', 'wall']"
578489,A group of people are playing wii in the living room,http://images.cocodataset.org/val2017/000000578489.jpg,['room']
578093,A train is shown on the inside of a station.,http://images.cocodataset.org/val2017/000000578093.jpg,['station']
578093,a white yellow and blue train at an empty train station,http://images.cocodataset.org/val2017/000000578093.jpg,['station']
578093,A train is moving through a train station.,http://images.cocodataset.org/val2017/000000578093.jpg,['station']
578093,a large train is sitting inside a train station,http://images.cocodataset.org/val2017/000000578093.jpg,['station']
578093,A train is scene in the station with no people around.,http://images.cocodataset.org/val2017/000000578093.jpg,['station']
577976,a bunch of orange cones sitting in the road,http://images.cocodataset.org/val2017/000000577976.jpg,['road']
577976,Traffic cones at the entrance of a lot where there is construction.,http://images.cocodataset.org/val2017/000000577976.jpg,"['entrance', 'construction']"
577976,A construction truck is in front of the huge building.,http://images.cocodataset.org/val2017/000000577976.jpg,"['building', 'construction']"
577959,A man flying a kite at the beach near the ocean,http://images.cocodataset.org/val2017/000000577959.jpg,"['beach', 'ocean']"
577932,"A pair of people riding on a bike, down a street.",http://images.cocodataset.org/val2017/000000577932.jpg,['street']
577932,Two people walking down the street one of which is riding a pink bike.,http://images.cocodataset.org/val2017/000000577932.jpg,['street']
577932,A person walks next to a person who is biking down a city street.,http://images.cocodataset.org/val2017/000000577932.jpg,"['street', 'city']"
577864,Three people playing ball game on sandy ground.,http://images.cocodataset.org/val2017/000000577864.jpg,['ground']
577864,a couple of people are kicking a ball in a field,http://images.cocodataset.org/val2017/000000577864.jpg,['field']
577864,3 People in a dirt field playing soccer.,http://images.cocodataset.org/val2017/000000577864.jpg,['field']
577862,The two giraffes are standing next to each other outside.,http://images.cocodataset.org/val2017/000000577862.jpg,['outside']
577862,Two giraffe standing next to each other in a field.,http://images.cocodataset.org/val2017/000000577862.jpg,['field']
577182,A bird sitting on top of a park bench.,http://images.cocodataset.org/val2017/000000577182.jpg,"['top', 'park']"
577182,The wooden park benches are painted dark purple.,http://images.cocodataset.org/val2017/000000577182.jpg,['park']
577149,Several Zebras are standing near a tree in the wild.,http://images.cocodataset.org/val2017/000000577149.jpg,"['wild', 'tree']"
577149,A group of zebras are standing on the side of a dirt road.,http://images.cocodataset.org/val2017/000000577149.jpg,['road']
577149,A group of zebra standing on a dirt road.,http://images.cocodataset.org/val2017/000000577149.jpg,['road']
577149,there are many zebras walking on the side of this road,http://images.cocodataset.org/val2017/000000577149.jpg,['road']
576955,A man is guiding a horse through a body of water.,http://images.cocodataset.org/val2017/000000576955.jpg,['water']
576955,A boy on a horse jumps across th water hoe,http://images.cocodataset.org/val2017/000000576955.jpg,['water']
576955,A rider takes their horse through some water at speed.,http://images.cocodataset.org/val2017/000000576955.jpg,['water']
576955,A person and a horse splash through shallow water.,http://images.cocodataset.org/val2017/000000576955.jpg,['water']
576955,A person who is on a horse in the water.,http://images.cocodataset.org/val2017/000000576955.jpg,['water']
576654,A person in a dry area with a sail high in the sky,http://images.cocodataset.org/val2017/000000576654.jpg,['sky']
576654,this is a man and a woman on a sandy beach,http://images.cocodataset.org/val2017/000000576654.jpg,['beach']
576654,Man standing beneath large sail on beach with man controlling from distance.,http://images.cocodataset.org/val2017/000000576654.jpg,['beach']
576566,A man flying through the air on top of a skateboard.,http://images.cocodataset.org/val2017/000000576566.jpg,['top']
576052,A person is riding a horse by the water,http://images.cocodataset.org/val2017/000000576052.jpg,['water']
576052,A female horse rider mounted near a body of water and mountains.,http://images.cocodataset.org/val2017/000000576052.jpg,"['water', 'mountain']"
576052,A person on a horse with large snow capped mountains in the background.,http://images.cocodataset.org/val2017/000000576052.jpg,"['snow', 'mountain']"
576052,a person on a horse and some snow on some mountains,http://images.cocodataset.org/val2017/000000576052.jpg,['mountain']
576052,A man with a hat is on a horse by a dry lake.,http://images.cocodataset.org/val2017/000000576052.jpg,['lake']
576031,A woman on skis stands on a flat snowy surface.,http://images.cocodataset.org/val2017/000000576031.jpg,['surface']
576031,a person riding skis on a snowy slope,http://images.cocodataset.org/val2017/000000576031.jpg,['slope']
576031,a woman attempting to ski on a flat hill,http://images.cocodataset.org/val2017/000000576031.jpg,['hill']
576031,A woman is attempting to ski on flat ground while others in the background are playing around.,http://images.cocodataset.org/val2017/000000576031.jpg,['ground']
575970,A neatly arranged room with two lights.,http://images.cocodataset.org/val2017/000000575970.jpg,['room']
575970,The living room is nicely cleaned and organized.,http://images.cocodataset.org/val2017/000000575970.jpg,['room']
575970,A counter stands in the center of a kitchen.,http://images.cocodataset.org/val2017/000000575970.jpg,['kitchen']
575970,Three bar stools in a kitchen with a black refrigerator.,http://images.cocodataset.org/val2017/000000575970.jpg,['kitchen']
575970,A sleek modern kitchen with pale oak floors and open cabinets and an island with stools.,http://images.cocodataset.org/val2017/000000575970.jpg,"['kitchen', 'cabinet', 'island']"
575815,A pepperoni pizza sitting on top of a wooden cutting board.,http://images.cocodataset.org/val2017/000000575815.jpg,['top']
575815,A pepperoni pizza on a napkin on top of a wooden surface.,http://images.cocodataset.org/val2017/000000575815.jpg,"['top', 'surface']"
575500,A lush green banana tree with a big bunch of bananas.,http://images.cocodataset.org/val2017/000000575500.jpg,['tree']
575500,Multiple banana bunches growing on a leafy tree,http://images.cocodataset.org/val2017/000000575500.jpg,['tree']
575500,a patch of green bananas up in a banana tree,http://images.cocodataset.org/val2017/000000575500.jpg,['tree']
575500,A large group of bananas still on the tree,http://images.cocodataset.org/val2017/000000575500.jpg,['tree']
575372,A  view of a street light on route 66.,http://images.cocodataset.org/val2017/000000575372.jpg,['street']
575372,Traffic lights over a street with blue sky in background.,http://images.cocodataset.org/val2017/000000575372.jpg,"['street', 'sky']"
575372,some street lights on a pole over a road,http://images.cocodataset.org/val2017/000000575372.jpg,"['street', 'road']"
575372,A street light with a mountain view in the background,http://images.cocodataset.org/val2017/000000575372.jpg,"['street', 'mountain']"
575372,A road sign that indicates route sixty six.,http://images.cocodataset.org/val2017/000000575372.jpg,['road']
575357,A dog chasing a coaster frisbee in a field near a wire fence.,http://images.cocodataset.org/val2017/000000575357.jpg,['field']
575243,A person walking down a street while holding an umbrella.,http://images.cocodataset.org/val2017/000000575243.jpg,['street']
575243,a man that is walking down the street with a umbrella,http://images.cocodataset.org/val2017/000000575243.jpg,['street']
575243,A person is walking down a sidewalk holding an umbrella.,http://images.cocodataset.org/val2017/000000575243.jpg,['sidewalk']
575243,Black and white scene of a man walking in heavy rain down the street.,http://images.cocodataset.org/val2017/000000575243.jpg,"['rain', 'street']"
575243,a man is walking in the rain with an umbrella held close to his head,http://images.cocodataset.org/val2017/000000575243.jpg,['rain']
575205,A small airplane is in the air on a runway.,http://images.cocodataset.org/val2017/000000575205.jpg,['runway']
575205,A Plane on runway taking off above ground.,http://images.cocodataset.org/val2017/000000575205.jpg,"['ground', 'runway']"
575081,a kid holding his arm up as he plays a video game in the living room,http://images.cocodataset.org/val2017/000000575081.jpg,['room']
574823,A baseball player standing on the field in uniform.,http://images.cocodataset.org/val2017/000000574823.jpg,['field']
574823,The men are playing baseball in the field.,http://images.cocodataset.org/val2017/000000574823.jpg,['field']
574810,A cat sitting on top of a window ledge in the daytime,http://images.cocodataset.org/val2017/000000574810.jpg,['top']
574702,A narrow city street is filled with people and motorbikes.,http://images.cocodataset.org/val2017/000000574702.jpg,"['street', 'city']"
574702,Several motor scooters are jammed into a small market street.,http://images.cocodataset.org/val2017/000000574702.jpg,"['market', 'street']"
574702,A row of motorcycles parked next to a building.,http://images.cocodataset.org/val2017/000000574702.jpg,['building']
574520,A man riding a wave on top of a yellow board.,http://images.cocodataset.org/val2017/000000574520.jpg,['top']
574520,A man surfing on his surfboard through the waves of the ocean.,http://images.cocodataset.org/val2017/000000574520.jpg,['ocean']
574425,An old red and black bus is on the street.,http://images.cocodataset.org/val2017/000000574425.jpg,['street']
574425,A  small bus traveling down a street.,http://images.cocodataset.org/val2017/000000574425.jpg,['street']
574425,A small older bus parked alongside a roadway and another behind it.,http://images.cocodataset.org/val2017/000000574425.jpg,['roadway']
574425,A red and black big transportation truck or bus parked on the side of a road.,http://images.cocodataset.org/val2017/000000574425.jpg,['road']
574425,Two old fashioned buses parked on the side of the road.,http://images.cocodataset.org/val2017/000000574425.jpg,['road']
574315,A cat laying on the track pad of a laptop.,http://images.cocodataset.org/val2017/000000574315.jpg,['track']
574315,A cat is sitting on top of a laptop.,http://images.cocodataset.org/val2017/000000574315.jpg,['top']
574315,A cat resting on top of a laptop computer.,http://images.cocodataset.org/val2017/000000574315.jpg,['top']
574297,a man sits on top of a horse,http://images.cocodataset.org/val2017/000000574297.jpg,['top']
574297,A man in a helmet is riding a horse across a dirt road,http://images.cocodataset.org/val2017/000000574297.jpg,['road']
574297,A man that is riding a horse on a dirt road.,http://images.cocodataset.org/val2017/000000574297.jpg,['road']
573943,Parking lot full of different colored semi trucks.,http://images.cocodataset.org/val2017/000000573943.jpg,['parking']
573943,"Yellow, white and blue trucks are parked in a parking lot.",http://images.cocodataset.org/val2017/000000573943.jpg,['parking']
573943,A parking lot with various trucks in it next to a building.,http://images.cocodataset.org/val2017/000000573943.jpg,"['parking', 'building']"
573943,A building with many trucks of different colors on a parking lot.,http://images.cocodataset.org/val2017/000000573943.jpg,"['building', 'parking']"
573626,Two dogs walking on rocks next to a creek.,http://images.cocodataset.org/val2017/000000573626.jpg,['rock']
573626,Two large animals walking on rocks along the side of river.,http://images.cocodataset.org/val2017/000000573626.jpg,"['river', 'rock']"
573626,There are horses standing in the rocks near the water.,http://images.cocodataset.org/val2017/000000573626.jpg,"['horse', 'water', 'rock']"
573626,Two horses stand on rocks near a river.,http://images.cocodataset.org/val2017/000000573626.jpg,"['horse', 'river', 'rock']"
573626,Wild animals standing in a  forest next to a river.,http://images.cocodataset.org/val2017/000000573626.jpg,"['forest', 'river']"
573391,A bear is seen walking in a forest in a blurry photo.,http://images.cocodataset.org/val2017/000000573391.jpg,['forest']
573391,A bear walking in the forest in the early morning,http://images.cocodataset.org/val2017/000000573391.jpg,['forest']
573391,A large black bear walking across a wooded field.,http://images.cocodataset.org/val2017/000000573391.jpg,['field']
573258,A skier standing on a snowy mountain with trees.,http://images.cocodataset.org/val2017/000000573258.jpg,"['tree', 'mountain']"
573258,A teenager is on the snow with his skis.,http://images.cocodataset.org/val2017/000000573258.jpg,['snow']
573258,a person riding skis on a snowy slope,http://images.cocodataset.org/val2017/000000573258.jpg,['slope']
573258,A person on a ski slope getting ready to ski down.,http://images.cocodataset.org/val2017/000000573258.jpg,['slope']
573258,A woman is on the side of a mountain in ski gear.,http://images.cocodataset.org/val2017/000000573258.jpg,['mountain']
573094,A bike in view in a living room with a Christmas Tree in the background.,http://images.cocodataset.org/val2017/000000573094.jpg,"['room', 'tree']"
573094,"A room with chair, bicycle, television and a Christmas tree.",http://images.cocodataset.org/val2017/000000573094.jpg,"['room', 'tree']"
573094,A modern living room with a christmas tree set up in front of the window.,http://images.cocodataset.org/val2017/000000573094.jpg,"['room', 'tree']"
573094,A view of a room that has a Christmas tree that has been decorated.,http://images.cocodataset.org/val2017/000000573094.jpg,"['room', 'tree']"
573094,A Christmas tree is lit up in a house window.,http://images.cocodataset.org/val2017/000000573094.jpg,"['house', 'tree']"
573008,A large Colgate clock is by the water.,http://images.cocodataset.org/val2017/000000573008.jpg,['water']
573008,A large clock sits on the bank of a body of water.,http://images.cocodataset.org/val2017/000000573008.jpg,"['water', 'bank']"
573008,A large clock and sign amongst a city skyline waterfront.,http://images.cocodataset.org/val2017/000000573008.jpg,"['skyline', 'city']"
573008,A giant Colgate clock sitting on the side of a river.,http://images.cocodataset.org/val2017/000000573008.jpg,['river']
573008,A huge clock on a shoreline by several large buildings.,http://images.cocodataset.org/val2017/000000573008.jpg,"['building', 'shoreline']"
572956,Several motorcycles are lined up on a sidewalk,http://images.cocodataset.org/val2017/000000572956.jpg,['sidewalk']
572956,A row of motorcycles parked next to a building.,http://images.cocodataset.org/val2017/000000572956.jpg,['building']
572900,A man is exiting the building and greeting someone.,http://images.cocodataset.org/val2017/000000572900.jpg,['building']
572900,a man throwing a Frisbee in front of a building,http://images.cocodataset.org/val2017/000000572900.jpg,['building']
572678,"A room with a couch, chairs, lamps, a table and curtains. ",http://images.cocodataset.org/val2017/000000572678.jpg,['room']
572678,A white decorated living room with a set dining room table.,http://images.cocodataset.org/val2017/000000572678.jpg,['room']
572678,A white room with a large window and a glass dining table and white chairs.,http://images.cocodataset.org/val2017/000000572678.jpg,['room']
572620,A man riding a skateboard on top of a ramp.,http://images.cocodataset.org/val2017/000000572620.jpg,['top']
572555,"A red, yellow and silver train traveling down train tracks.",http://images.cocodataset.org/val2017/000000572555.jpg,['track']
572555,A long train is going down the train tracks.,http://images.cocodataset.org/val2017/000000572555.jpg,['track']
572555,"A modern, electric commuter train coming in to the station",http://images.cocodataset.org/val2017/000000572555.jpg,['station']
572555,A contemporary light-rail train seen from the front is stopped in a station.,http://images.cocodataset.org/val2017/000000572555.jpg,['station']
572555,A yellow and red train stopped at a station.,http://images.cocodataset.org/val2017/000000572555.jpg,['station']
572517,a large bear landing a large polar bear is in the background preparing to drink from the water,http://images.cocodataset.org/val2017/000000572517.jpg,['water']
572517,A bird sitting in front of the water with a bear on the other side.,http://images.cocodataset.org/val2017/000000572517.jpg,['water']
572517,A polar bear and a bird near a small pond.,http://images.cocodataset.org/val2017/000000572517.jpg,['pond']
572517,"A Polar Bear walks toward water, while a large bird lands on the opposite bank.",http://images.cocodataset.org/val2017/000000572517.jpg,"['bank', 'water']"
572462,An outside view of a subway car and an inside view of people standing in a subway car,http://images.cocodataset.org/val2017/000000572462.jpg,['subway']
572462,A white train traveling through a train station.,http://images.cocodataset.org/val2017/000000572462.jpg,['station']
572408,A bull standing over a calf in a large open pasture.,http://images.cocodataset.org/val2017/000000572408.jpg,['pasture']
572408,Long haired cattle in a field with calf.,http://images.cocodataset.org/val2017/000000572408.jpg,['field']
572408,A cow standing in a field with a smaller cow.,http://images.cocodataset.org/val2017/000000572408.jpg,['field']
572408,A long horn bull standing next to a  sheep on a grass covered field.,http://images.cocodataset.org/val2017/000000572408.jpg,"['field', 'grass']"
572388,A cat licks at doughnut holes next to a plastic doll.,http://images.cocodataset.org/val2017/000000572388.jpg,['hole']
572388,"The face of a black cat, a yellow smiley doll and doughnut holes",http://images.cocodataset.org/val2017/000000572388.jpg,['hole']
572388,A black cat licks some sugared doughnut holes.,http://images.cocodataset.org/val2017/000000572388.jpg,['hole']
572303,A train with mirrors on the outside sits on some tracks.,http://images.cocodataset.org/val2017/000000572303.jpg,['track']
572303,A train car parked next to a tree on tracks.,http://images.cocodataset.org/val2017/000000572303.jpg,"['track', 'tree']"
572303,A train speeding along the railroad tracks during the day.,http://images.cocodataset.org/val2017/000000572303.jpg,"['track', 'railroad']"
572303,This is a train on the tracks that is filled with doors for houses.,http://images.cocodataset.org/val2017/000000572303.jpg,"['track', 'house']"
571943,A traffic light on a metal pole by a tree.,http://images.cocodataset.org/val2017/000000571943.jpg,['tree']
571943,Street signs and a traffic light on a pole beneath a tree.,http://images.cocodataset.org/val2017/000000571943.jpg,"['street', 'tree']"
571943,a pole with a street light and signs next to a bare tree,http://images.cocodataset.org/val2017/000000571943.jpg,"['street', 'tree']"
571893,A book filled windowsill in between a kitchen and dining room.,http://images.cocodataset.org/val2017/000000571893.jpg,"['room', 'kitchen']"
571893,A kitchen countertop and some books on a shelf.,http://images.cocodataset.org/val2017/000000571893.jpg,['kitchen']
571893,A kitchen with a teapot on the stove and books on a shelf.,http://images.cocodataset.org/val2017/000000571893.jpg,['kitchen']
571893,A stove and some books in a kitchen.,http://images.cocodataset.org/val2017/000000571893.jpg,['kitchen']
571857,"In the desert, two people are sitting next to a small propeller plane next to a tent with other planes in the background.",http://images.cocodataset.org/val2017/000000571857.jpg,"['tent', 'desert']"
571857,two people outside sitting on chairs with planes around them.,http://images.cocodataset.org/val2017/000000571857.jpg,['outside']
571857,two people are camping out in the desert,http://images.cocodataset.org/val2017/000000571857.jpg,['desert']
571857,A man and woman who have set up camp on a sandy beach,http://images.cocodataset.org/val2017/000000571857.jpg,['beach']
571313,The working and kitchen area of a dorm room,http://images.cocodataset.org/val2017/000000571313.jpg,['room']
571313,A small room with different types of furniture and appliances that it makes it hard to tell what type of room it is.,http://images.cocodataset.org/val2017/000000571313.jpg,['room']
571313,A small fridge in a efficiency hotel room,http://images.cocodataset.org/val2017/000000571313.jpg,"['room', 'hotel']"
571313,A make shift office space in a bedroom.,http://images.cocodataset.org/val2017/000000571313.jpg,"['office', 'space']"
571264,A man stands by a motorcycle on the side of the road.,http://images.cocodataset.org/val2017/000000571264.jpg,['road']
571264,a man is standing next to a motorcycle outside,http://images.cocodataset.org/val2017/000000571264.jpg,['outside']
571008,some road signs showing the instructions on the road,http://images.cocodataset.org/val2017/000000571008.jpg,['road']
570834,A train conductor standing next to a group of bikes.,http://images.cocodataset.org/val2017/000000570834.jpg,['train']
570834,Bikes are being transported in a subway car.,http://images.cocodataset.org/val2017/000000570834.jpg,['subway']
570834,a white and silver subway train filled with several bicycles,http://images.cocodataset.org/val2017/000000570834.jpg,"['subway', 'train']"
570782,Three computers sit opened on top of the desk.,http://images.cocodataset.org/val2017/000000570782.jpg,['top']
570756,People on a beach prepare to use their glides,http://images.cocodataset.org/val2017/000000570756.jpg,['beach']
570756,A group of people flying kites at the beach,http://images.cocodataset.org/val2017/000000570756.jpg,['beach']
570756,Several people are flying kites on the beach.,http://images.cocodataset.org/val2017/000000570756.jpg,['beach']
570756,an image of a group of people that are walking on beach,http://images.cocodataset.org/val2017/000000570756.jpg,['beach']
570756,Three people on a beach with kites in the sky.,http://images.cocodataset.org/val2017/000000570756.jpg,"['beach', 'sky']"
570688,Several colorful kites in the sky by several persons in the ground.,http://images.cocodataset.org/val2017/000000570688.jpg,"['ground', 'sky']"
570688,Kites flying over a busy beach area on clear day.,http://images.cocodataset.org/val2017/000000570688.jpg,['beach']
570688,People on a beach beneath many colorful kites.,http://images.cocodataset.org/val2017/000000570688.jpg,['beach']
570688,A group of people standing on top of a sandy beach.,http://images.cocodataset.org/val2017/000000570688.jpg,"['beach', 'top']"
570664,A couple of cats sitting on top of a counter.,http://images.cocodataset.org/val2017/000000570664.jpg,['top']
570664,a grey cat in a room very disorganized with shoes all over,http://images.cocodataset.org/val2017/000000570664.jpg,['room']
570539,A man sitting on top of a bus over a billboard.,http://images.cocodataset.org/val2017/000000570539.jpg,['top']
570471,Man cutting a cake on the table in the kitchen.,http://images.cocodataset.org/val2017/000000570471.jpg,['kitchen']
570456,A living room filled with furniture and a table.,http://images.cocodataset.org/val2017/000000570456.jpg,['room']
570456,"A living room with seating areas, tables, and windows.",http://images.cocodataset.org/val2017/000000570456.jpg,['room']
570456,a large room that has both a kitchen and living room,http://images.cocodataset.org/val2017/000000570456.jpg,"['room', 'kitchen']"
570456,A view down into a living room and kitchen.,http://images.cocodataset.org/val2017/000000570456.jpg,"['room', 'kitchen']"
570456,This is what your ceiling fan thinks your house looks like.,http://images.cocodataset.org/val2017/000000570456.jpg,['house']
570448,A black and white image of two boats on the water in between two mountains.,http://images.cocodataset.org/val2017/000000570448.jpg,"['water', 'mountain']"
